OTU,Domain,Phylum,Class,Order,Family,Genus,Species
AF033406.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_lividum
KC898396.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_placidum
JX507807.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Obolarina,s__Obolarina_persica
KJ409878.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Wallemiales,f__Wallemiaceae,g__Wallemia,s__Wallemia_tropicalis
KJ570693.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Thyronectria,s__Thyronectria_coryli
MN172331.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Calocybe,s__Calocybe_erminea
EU561487.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Leucocoprinus,s__Leucocoprinus_cf._zamurensis_PA408
AF210674.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_miodochialis
MH151169.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phylloporia,s__Phylloporia_perangusta
MH854812.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Coryneaceae,g__Coryneum,s__Coryneum_perniciosum
KR816524.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Amauroderma,s__Amauroderma_intermedium
EF520123.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Chlorociboriaceae,g__Chlorociboria,s__Chlorociboria_argentinensis
KJ575608.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_bisporiticus
JF514523.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_xanthosarcus
JQ700274.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Flavidoporia,s__Flavidoporia_pulvinascens
DQ112616.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Bovista,s__Bovista_tomentosa
GU136221.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__Phellinus_robustus
KR859079.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Neofabraea,s__Neofabraea_actinidiae
MF190117.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Marsupiomyces,s__Marsupiomyces_quercinus
KY104303.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Lipomycetaceae,g__Myxozyma,s__Myxozyma_monticola
KY173383.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__unidentified,g__Anungitea,s__Anungitea_eucalyptigena
MK894575.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clavariaceae,g__Hodophilus,s__Hodophilus_glaberripes
KY172900.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__unidentified,g__Perplexostereum,s__Perplexostereum_endocrocinum
JN100577.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Cylindrocladiella,s__Cylindrocladiella_pseudocamelliae
EU118622.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cystostereaceae,g__Crustomyces,s__Crustomyces_laminiferus
MG865571.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_primulae
JX968162.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__Conocybe_rostellata
MH107910.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__unidentified,g__Polyscytalum,s__Polyscytalum_neofecundissimum
MN492654.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_minorisporus
HQ604089.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_lacera
MF288932.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_testaceoflava
AJ292296.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_cf._pallida_39878
JX025776.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_olivaceonigra
MH366531.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_subbotrytis
MF977965.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_mirum
KT711014.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Adustoporiaceae,g__Resinoporia,s__Resinoporia_ladiana
MK314564.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Leotiales,f__Tympanidaceae,g__Tympanis,s__Tympanis_acericola
OL636337.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pseudoclitocybaceae,g__Musumecia,s__Musumecia_vermicularis
AY498666.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Physciella,s__Physciella_melanchra
JQ044422.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Distononappendiculata,s__Distononappendiculata_banksiae
KY949582.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_cingulata
GQ981513.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Phallales,f__Phallaceae,g__Mutinus,s__Mutinus_caninus
MH861273.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Alloascoideaceae,g__Alloascoidea,s__Alloascoidea_hylecoeti
KT222405.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_beltraniae
MG321389.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pseudoclitocybaceae,g__Pseudoclitocybe,s__Pseudoclitocybe_obbata
MT177228.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_tracheiphilum
EU041805.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Rhinocladiella,s__Rhinocladiella_anceps
MW554385.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Hebeloma,s__Hebeloma_alpinum
EU935488.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_xestocephalus
EU935493.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_nummularius
MT946363.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Crinipellis,s__Crinipellis_nigrolamellata
JN899396.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,s__Talaromyces_palmae
MK764933.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_lampangensis
OM238177.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_fiardii
MW487609.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Agrocybe,s__Agrocybe_rivulosa
OK087326.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Gymnopus,s__Gymnopus_omphalinoides
KF586474.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__Psilocybe_chuxiongensis
LT000183.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Tricholoma,s__Tricholoma_olivaceotinctum
JF908385.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_cyanorhiza
MF319055.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Rickenellaceae,g__Alloclavaria,s__Alloclavaria_purpurea
HM635723.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__Phellinus_gabonensis
MN714060.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_sanguirotalis
MH554131.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Discosia,s__Discosia_rubi
MN906251.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_nigrodiscus
MH861471.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Amyloflagellula,s__Amyloflagellula_inflata
EU935523.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_bambusiniformis
KF774136.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_macrocystidiosus
KT875069.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_shimeji
MF403068.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Omphalotus,s__Omphalotus_olivascens
AF445356.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Coniocybales,f__Coniocybaceae,g__Chaenotheca,s__Chaenotheca_chlorella
FR727121.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_citocrescens
MG214689.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Russula,s__Russula_nivalis
KP635201.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_venatifolius
KC751417.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Geminibasidiales,f__Geminibasidiaceae,g__Basidioascus,s__Basidioascus_persicus
KU519070.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__Tulostoma_giovanellae
AF210667.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Bionectriaceae,g__Sesquicillium,s__Sesquicillium_buxi
MT279239.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_dallingii
KF271798.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Pseudobaeospora,s__Pseudobaeospora_wipapatiae
KU219603.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Clavulina,s__Clavulina_livida
MK602772.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Hydnellum,s__Hydnellum_versipelle
JN649340.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Panaceae,g__Cymatoderma,s__Cymatoderma_elegans
KJ662667.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_aurantioferrugineus
KF777186.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Pyriculariaceae,g__Pseudopyricularia,s__Pseudopyricularia_bothriochloae
MN714040.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_leucorotalis
MG783384.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_brassicae
MK929267.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_bombina
MH101561.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_pholiotellus
LT158441.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Chaetomellales,f__Chaetomellaceae,g__Xeropilidium,s__Xeropilidium_dennisii
GU233351.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Thaxterogaster,s__Thaxterogaster_periclymenus
KR350490.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_griseodiscus
DQ989329.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tubariaceae,g__Tubaria,s__Tubaria_serrulata
